id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
bt_menu_00010,bt_menu.bin,21670,21734,64, <5006> H<ECEE> <E57E>  <1001> D<EE38> <5007>  <9009> 1<4C00>    <E88E> <0040>` <7007> ,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00011,bt_menu.bin,22968,23010,42,   C B<EBEE><EE7E>   G !<BEED><EE6E>   <00AB> ,,,pendiente
bt_menu_00012,bt_menu.bin,24126,24242,116,     <9205><EE5D>      <0085><7D02>                   G<EEEE><EEEE>`  <E495> F<EEEE><EECE>   <A03C> C<EEEE><EE9E>   <505E> ,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00013,bt_menu.bin,24342,24560,218,     <6335><E87D>`     <30E8><7D01>      <EB7D>`      <6D01>       `               <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F><FF0F><FF1F><FF2F><FF3F><FF4F><FF6F><FF7F><FF9F><FFAF><FFBF><FFCF><FFDF><FFEF><FFFF><FF0F>,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00014,bt_menu.bin,24644,24750,106,  <3000> <4000> <4003>   ``<0300>`<4000>               A       O<0E00>      <E0EE><EE00>  >  ,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00015,bt_menu.bin,24772,25568,796,  <DDDD><DD00>><DDDD>O<0E00> 1<DDDD><0D00>1<DDDD>A  ><DDDD>  <DDDD>                                                <0D00>       <DD00>          <D0DD><DD0D>  <D0DD>   <DDDD><DD00>  >  1<DDDD><0D00>  1  ><DDDD>      ><DDDD>      1<DDDD><0D00>  1   <DDDD><DD00>  >   <D0DD><DD0D>  <D0DD><DD0D>       <DDDD>       <DDDD><0D00>      <DDDD><DD00>      <DDDD><DD00>      <DDDD><0D00>      <DDDD>       <DD0D>          ><DDDD>  <DDDD>   1<DDDD><0D00>1<DDDD>    <DDDD><DD00>><DDDD>    <D0DD><0D00>1<DD0D>    >  <DD00>                        <DD00>       <0D00>                                                       <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>QQQQQQQQQQQQ<AFF2><FBF2><FF0F>,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00016,bt_menu.bin,25652,26020,368,  <3000> <4000> <4020>   ``<0300>`<4000>                                                                                                                                                                   <0010>`    ,,sin palabras reconocibles (probable gráfico/opcode),revisar
bt_menu_00017,bt_menu.bin,33548,33970,422,    <2113><2210>p<0001>                                                                                                                                                                  <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00018,bt_menu.bin,38266,38438,172,                                           <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       <FFFF><FF00>a,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00019,bt_menu.bin,38580,38650,70,  <3000> <4000> <4007>   ``<0300>`<4000>             `<0001>     ,,sin palabras reconocibles (probable gráfico/opcode),revisar
bt_menu_00020,bt_menu.bin,40256,40528,272,      `<0001>        <1111>`      <1111>       <1101>       <1100>       `                               <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>QQQQQQQQQQQQQQ<FF0F>,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00021,bt_menu.bin,41878,42040,162,"<FFFF>    <1FF1><FFF1><FFFF><FFFF>    <FFFF><FFFF><FFFF><FFFF>    <FFFF><FFFF><FFFF><FFFF>    <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>        <0016> <0041> <0068> <0081> <0099> """,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00022,bt_menu.bin,42164,42242,78,  <3000> <4000> <4001>   ``<0300>`<4000>                <FFFF><FFFF>  <6666><6666> Q,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00023,bt_menu.bin,42432,42544,112, <FFFF><FFFF>  <6666><6666>         <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00024,bt_menu.bin,43464,43614,150,    <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>        <00FF>  <FFAD><0206><FFAD><0228><FFAD><0233><FFAD><0240><FFAD><0252><FFAD><0271><FFAD><02B0><FFAD><02F8><FFAD><02FF><FFAE>u<FFAE><0191><FFAE><01CA><FFAE><01D6><FFAE>,,,pendiente
bt_menu_00025,bt_menu.bin,44592,44852,260,   <1111><1111>  <1111>                <EECE><7A24>`     <CCAB><4712>`     <9978><2411>      <5534><1201>      <2211><1100>      <1111>                       <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F> ,,baja densidad de texto (posible mezcla con datos),revisar
bt_menu_00026,bt_menu.bin,44870,44880,10,!1AQ<FF0F>,,sin palabras reconocibles (probable gráfico/opcode),revisar
bt_menu_00027,bt_menu.bin,44964,45376,412,  <3000> <4000> <4001>   ``<0300>`<4000>                                       Z<FFFF><FFFF><0900>    <00B0><FFFF><FFBF>     <0080><FDFF><FF8D>      <FAFF><FF0A>      <C0FF><CF00>      <80FE><8E00>      [<0A00>      <00B0>                                      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>        QQQQQQQ<FF1F><FF4F><FF5F><FF9F><FFBF><FFEF><FFFF><FFFF>,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00028,bt_menu.bin,45756,45862,106,  <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>QQQQQQQQQQ,,carácter repetido dominante (probable relleno gráfico),revisar
bt_menu_00029,bt_menu.bin,46232,46368,136,    <FFFF><FFFF><FFFF><FFFF>    <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       QQQQQQQQQQQ<FF0F><FF4F><FF8F><FFBF><FFFF>,,carácter repetido dominante (probable relleno gráfico),revisar
