id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
sys_00013,sys.bin,11330,11440,110,<FFFF><FFFF><FF05><F292><1D00>+<F103><F5FF><FFFF><FFFF><FF09><C6F1><0200>R<A308><F8FF><FFFF><FFFF><FF0C><88C4> !<840B> <0020>   <0010>   W<0600>  W<0600>  <60AF><7F00>  <80FF><6F00>  <FA03><F30A>  <FAFF><FF09> ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00014,sys.bin,12570,12882,312,<FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F>                         <0060><0D00>  <0070><0C00>  U<AD00>  V<9F00>  <206F><F206>  <30FF><FF06>  <D10A><304F>  <E1FF><FF3F>  <CB00>W<0300> <FCFF><FFFF>`                        <F5FF><FFFF><FFFF><FF9F><F6FF><FFFF><FFFF><FF8F><A01D>  <B00C><A0FF><FFFF><FFFF><FF0A><00AC>  <D801><10FD><FFFF><FFFF><DF01>B,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00015,sys.bin,12900,12962,62,T<0400><0030><FFFF><FFFF><0300>                <0039><0010>`<8600>]<FFFF><FFFF><CF00>\,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00016,sys.bin,13040,13392,352,                                          <204C>  <9700>    <50FF><2A00>G<CF02>  <F4FF><FFFF><FFFF><FF0A><E1FF><FFFF><FFFF><FF0F>         <0080>`  !<0600>  S<0900>  Q<0800>  ]<3F00>  Q<0800>  <80FF><EF01>  Q<0800>  <D0FD><FE05>  Q<0800>  S<2800>  Q<0800>  Q<0800>  Q<0800>                 <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00017,sys.bin,13400,13680,280, <0070>`      [<0D00>                                                  <0060>   <0061>   ]<0D00>  ^<0B00> <C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C008>  <004F><C0FF><FFFF><FFFF><FF4F><C0FF><FFFF><FFFF><FF4F><C0FF><FFFF><FFFF><FF4F>                ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00018,sys.bin,13760,13938,178,"                         <F503><107E>  <F6FF><FF6F>  <801E><D00A>  <90FF><FF0A>  +<DA00>  \<CF00>  2<1F00>  2<1E00>  <0010><0300>  <0030><0300>                         """,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00019,sys.bin,14080,14400,320,  <508F> <0020><DC01>    <0001>  <1000>                                           Q<0800>  Q<0800>  Q<0800>  <A0F9><DC03>  Q<0800>  <C0FF><FF03>  Q<0800>  <10FF><5F00>  Q<0800>  W<0B00>  Q<0800>  !<0200>                      U<0600> <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    <C0FF><FFFF><FFFF><FF00>    ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00020,sys.bin,14408,15138,730,                     W<0600>  W<0500>                                                                                                          <0071>   <0071>   ^<0900>  ^<0900>                                                  <0061>   <0051>   <20FD><0900>  <20FF><0800>                                                  <0053>   <0053>   <20FF><0600>  <20FF><0500>                                                  <0053>  <0030><0300>   <30FF><0500> V<5F00>                           ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00021,sys.bin,15168,15250,82,S<2E00>    T<1F00>Z<0500>    <0080><7F00>]<FFFF><FFFF><4F00>Y<FFFF><FFFF><8F00>                 ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00022,sys.bin,15262,15394,132, <00A0><FFFF><FFFF><4F00>Y<FFFF><FFFF><0600>X<1A00>    U<1F00>]`    <0060><6F00>=     <0040><8F00>[<0300>    <00B0><3F00>                         ,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00023,sys.bin,15424,15526,102,W<2D00>    Z<0C00>]<0200>    !<3F00><00FF>     <0080><4F00>                <0042>`<0040><0300> <4088><5800> Y<0400>Q,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00024,sys.bin,15532,16114,582,"<FF3E> Y<0400>Q<0C00>A<BF02><82FF>`Y<0400>Q<0C00>V<0B00>Y<0700>Y<0400>Q<0C00>Y<0400>R<0800>Y<0400>Q<0C00>Y<0400>Q<0800> W<0300>  W<0300>                                                          Y<0300>  K<0300>                                                          ;<0200>  ;`                                                          <10DA>` ""<1D00>                                                          \",,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00025,sys.bin,16320,16402,82,                        _     <00A0><4F00>[<0800>    T<1F00>S,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00026,sys.bin,16446,16530,84,                         Y<0400>Q<0C00>Y<0400>Q<0800>V<0900>W<0800>Y<0400>Q<0800>R,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00027,sys.bin,16536,16568,32,Y<0400>Q<0800><0030><FFCF><FF6F> Y<0400>Q<0800> <71CB><7C02> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00028,sys.bin,16576,17194,618,                                                                         <0071>   <0071>   ^<0900>  ^<0900>                                                  <0061>   <0051>   <20FD><0900>  <20FF><0800>                                                  <0053>   <0053>   <20FF><0600>  <20FF><0500>                                                  <0053>  <0030><0300>   <30FF><0500> V<5F00>                   <0040><0300> <0052>  <1500> B<0D00> _,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00029,sys.bin,17200,17240,40, Y<7F00> W<0B00>1<3F00> <20DF><FE01> !<4F00>Y<0800> <C04F><F50B> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00030,sys.bin,17446,17458,12, _`!<4F00>1,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00031,sys.bin,17464,17486,22,W<0A00>U<0A00>[<FFFF><FFFF><3F00>!<FFFF><FFFF>,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00032,sys.bin,17592,18210,618,"      U<0400>      U<0400> <0070>` Q<FFFF><FFFF><0400> [<0D00>  W<0300>  W<0300>                                                          Y<0300>  K<0300>                                                          ;<0200>  ;`                                                          <10DA>` ""<1D00>                                                          <0010><FF01><20EF>` <E02F><F40B> <0090><6F00>Y<0800> <40BF><FE02> U<0C00>A<2F00> \<7F00> ^",,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00033,sys.bin,18552,18594,42, U<0600>   U<0400>      U<0400>    !,,carácter repetido dominante (probable relleno gráfico),revisar
sys_00034,sys.bin,18616,19488,872,                                                                             <0071>   <0071>   ^<0900>  ^<0900>                                                  <0061>   <0051>   <20FD><0900>  <20FF><0800>                                                  <0053>   <0053>   <20FF><0600>  <20FF><0500>                                                  <0053>  <0030><0300>   <30FF><0500> V<5F00>                                                   <0040><0300>  <0050><0300>  V<3F00>  V<2F00>                   <0021>       <10FD><0400> Q<0800>   <B0AF>  Q<0800>   <FA0A>  Q<0800>  <00A0><DF00>  Q<0800>  Z<1D00>  Q<0800>          <85CC><AC27>     <10F8><FFCD><FCFF><4C00> <40FB><DF06> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00035,sys.bin,19654,20398,744," <00FF><FFFF><FFFF><4F00> <FC02><602F>      <F40A><E00A> <00FF><FFFF><FFFF><4F00> W<0300>  W<0300>                                                          Y<0300>  K<0300>                                                          ;<0200>  ;`                                                          <10DA>` ""<1D00>                                                           2<1B00>  2<0A00>                                                          <60DF>`  Q<0800>  <F61D>   Q<0800> <0060><FF01>   Q<0800> T<FFFF><FFFF><4F00>Y<FFFF><FFFF>",,carácter repetido dominante (probable relleno gráfico),revisar
sys_00036,sys.bin,21080,21154,74,"_<17F5><FF28><1400><B04F>!<3F00><F10C>0<0060><AF00>               <B54A>      <0030><FFFF><0200>""",,carácter repetido dominante (probable relleno gráfico),revisar
sys_00037,sys.bin,21160,21250,90, <0080><6F61> Y<0D00>1<5F00> !<3F00> <0050>`<0010><0500> !<0F00>      Q<0F00>      Q<0F00>          ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00038,sys.bin,21288,21744,456,     <F309><408F>      <F408><804F>      <F408><804F>  <0050><0200>  <F708><804F>  X<2F00>                                                  <0050>`  <0070>`  Z<2E00>  Z<1D00>                                                  <0070>`  <0070>`  Z<0D00>  [<0D00>                                                  <0060>   <0061>   ]<0D00>  ^<0B00> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00039,sys.bin,22048,22200,152,                                             Q<0F00>      Q<0C00>  <00A0><0A00>  T<0C00>  T<2F00>  <02F5><0900>  <0030><0300> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00040,sys.bin,22342,22808,466,                      T<0900>  T<0700>                                                          T<0600>  U<0600>                                                          W<0600>  W<0500>                                                                  <0060><1D00> <0043><0200>   F<E902> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00041,sys.bin,22998,23552,554,  <F044><BA16>  <400C><800C>  <F0FD><ECCF>          <0090>   !<0C00>  Q<0600>  Q<0F00>  Q<AF01>  Q<0F00>  Q<FF1D>  <C9FC><CF9C>  Q<E4DF>  <FCFF><FFCF>  Q<10FF><0600> Q<0F00>  QW<0800> Q<0F00>          !<0900>  <3044><4414>  Q<0C00> <0030><FDFF><FF4F>  Q<0C00> !<FFFF><A44F>  <FFFF><FFCF> Q<FFFF><804F>  <88F8><8E68> Q<FFFF><804F>  Q<0C00> <0080><FFFF><804F>  Q<0C00>  <D6FF><804F>                                                  <0050><0300>  <0050><0200>  V<2F00>  X<2F00>                                                  <0050>`  <0070>`  Z<2E00>  Z<1D00>  <0044><1400>     ,,baja densidad de texto (posible mezcla con datos),revisar
sys_00042,sys.bin,23558,23816,258,     Z<1800>G<1C00>    <A02D> <0010><DA01>    <F402>  <D008>    <8B00>  <400F>    <2F00>  <004E> <0070>` <0F00>  <004C> [<0D00>                                                  <0060>   <0061>   ]<0D00>  ^<0B00>  <E01F><806F>  <CDF9><DF90><FF0D> <F48E><A8EF> ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00043,sys.bin,23974,24640,666,  <F004><C04F>  <400C><800C>  <F079><FD06>  <400C><6009>  <90EF><4A00>  <1003>               QR<0600> Q<0F00>  Q8  Q<0F00>  <20F5><302D>  Q<0F00>  <F6EF><6001>  Q<0F00>  <FF6F>   Q<0F00>  <D519>   Q<0F00>      <0040><0400>          Q<0C00>  ]<804F>  <44F4><4D34>  ]<804F>  <FFFF><FFCF>  ]<804F>  <88F8><8E68>  ]<804F>  Q<0C00>  ]<804F>  Q<0C00>  ]<804F>  <0040><0300>  <0043><2014>          2<0A00>  4<0A00>                                                          T<0900>  T<0700>                                                         <0F00>  <004C> U<0600> <5E00>  <102F>    <C800>  <800C>    <D10A>  <F603>    <30BE>`<0080><6F00>    ,,sin palabras reconocibles (probable gráfico/opcode),revisar
sys_00044,sys.bin,24648,30704,6056,     <62B8><7803>              W<0600>  W<0500>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <4100>      <0030><FF1D>      !<6DAF>      S<04F8>      US`     (Q<0400>                                                                                                                                                                                                                                                                                                                                                                                                                                                                     )Q<0400>     US<0200>     S<03F6>      A<5DAF>      <0040><FF2F>       <4201>                                       <4201>   <F404>  <0050><FF2F>  <0030><FF04>  A<AC9F>  <0060><FE04>  S<02CD>  <0010><F104>  <0061>+   <F004>   <706F>                   <4201>      <0060><FF3F>   <700F>  Q<BFBF>   <F10F>  <00A0><03CC>   <F80F>   <60BF>  <0010><7F0F>   <FC3F>  <00A0><4A0F>                       <4101>  !<FFCF>  <0030><FF3F>  Q<8A68>  !<7DEF>  Q<0400>  R<0394>  Q<B519>  U<7006>  S<DFAF>  5<ED8F>                       <4201>  U<FFFF>  <0060><FF3F>  <0082><88ED>  Q<8FBF>   <204F>  Q<06CA>   <900D>  <00A0><8F8F>   <E006>  <0060><FF3F>                   <4200>      <0070><FF1E>      R<5AAE>      UG      5U      T<03F8>                                                                                                                                                                                                       <F004>   <FA0A>   <F004>  <0080><6F00>   <F004>  Q<0800>   <F004>  U<8988>   <F004>  U<FFFF>                           <96AF>  S<420F>   W  9<A88F><0200> <0093>U  Y<FFFF><0400> T<47EC>   <400F>  <00A0><FF5F>   <400F>   <4302>                      3<07F6>  U<07F8>   Q  UR  <00A1><03F3>  S<01F2>  S<5FED>  A<2AEA>  <0090><FF5F>  <0050><FF6F>   <4302>   <4203>                   <F302>  R<8DDE>   <E700>  U<01F2>`  <B900>  ER<0300>  <8C00>  T<27FA>   <8C00>  <00A0><FF6F>       <4303>                  1<DFFC>      <0010><99F2>      <0070><01E6>      S<4DAE>      <0090><FF2F>       <4301>                                                                                                                                                                                                                                               <F604>  !<FF1C>   <FA07>  !<8A7F>   <DD0B>  !<048A>  <0010><7F0E>  !<348F>  <0040><1F2F>  !<FF3F>                   <4002>      <0010><FE5F>  Q<FF09>  <00A0><7FEF>  Q<AA8F>  Q<0673>  Q<04E8>  T<0200>  Q<04F3>  U   Q<04F0><0400>                         !<FF8F>  <0080><FF8F>  !<8C48>  <0080><8C48>  !<0800>  <0080><0800>  !<0800>  <0080><0800>  !<CE3C>  <0080><CE3C>                   <4101>      <0030><FF4F>  Q<04C4>  !<8DEF>  Q<04C4>  S<0486>  Q<04C4>  U   Q<04C4>  %<6088>  Q<FFCF>                           <C805>   <C008>   <F400>   <C008>   <F400>   <C008>   <F400>   <C008>   <F400>   <C008>                          !<04DA>  <0080><0C00>  !<444F>  <0080><0C00>  !<D40B>  <0080><0C00>  !<FB02>  <0080><0C00>  !<EF00>  <0080><0C00>                          YU<0400> Q<09C4>  Y<03F7><0400> Q<0EC4>  Y<07FA><0400> Q<3FC4>  Y<0AFD><0400> Q<9DC4>  9<1DDF><0400> Q<E7C4>                   <4100>      <0030><FF1D>  <0030><4402>  !<6DAF>  !<FF4F>  S<04F6>  !<4ABD>  US` !<08F5>  (Q<0400> !<08F4>  <0080><4D5F>  !<8AAF>  !<FF9F>  !<04F5>  Q<47CA>  !<04F5>  T<01F4>  !<8ACD>  7Q<0300> !<FF3F>                          U   Q<04F0><0400> T`  Q<04F3>  Q<0683>  Q<04E8>  <00A0><6FFF>  Q<9A8F>  <0020><FF6F>  Q<FF0C>   <4102>                      !<8C28>  <0080><CE3C>  !<0800>  <0080><0800>  !<0800>  <0080><0800>  !<8C68>  <0080><0800>  !<FFCF>  <0080><0800>                          %<C0FF>  Q<8ACA>  UQ  Q<04C4>  S<04F1>  Q<04C4>  !<5DFE>  Q<04C4>  <0030><FF6F>  Q<04C4>   <4103>                       <F400>   <C008>   <F400>   <C008>   <F400>   <D008>   <F400>  <0040><F807>   <C805>  <0080><FF02>      <0010><2400>                  !<FE04>  <0080><0C00>  !<C50C>  <0080><0C00>  !<442F>  <0080><0C00>  !<04AD>  <0080><8E68>  !<04F6>` <0080><FFCF>                          ,,,pendiente
sys_00045,sys.bin,30774,31392,618, Q.                          (Q<0400> !<08CB>  ES` !<FF6F>  S<02F6>  !<8C06>  A<5DAF>  !<0800>  <0040><FF2F>  !<0800>   <4201>  <0090><0600>                                   <4100>      <0030><FF1E>  !<FF2E>  !<5DAF>  !<8CAF>  S<02F6>  !<08C7>  ER<0200> !<08C7>  (Q<0400> !<8CAF>                   <4101>      <0030><FF1F>  <0040><4434>  <00A0><8F7F>  Q<FFCF>  !<0A36>  <0040><F734>  <00B0><3F00>   <F400>  <0040><FF08>   <F400>                          Q<04C4>  UT  Q<04C4>  R<04E6>  Q<04C4>  A<07A9>  Q<04C4>  <00A0><0A7C>  Q<04C4>  <0070><0D4F>                          ,,,pendiente
sys_00046,sys.bin,31462,34808,3346,  <F703>                          S<02E5>  !<FFCF>  1<079A>  <0060><88AF>  <0070><0D5F>   <402F>  <0020><7F0F>   <A00B>   <FD0A>   <F204>                                                                                                                                                                                                  (Q<0400> !<FF2F>  ER<0200> !<581F>  S<02F6>  !<086F>  1<5DAE>  !<08BA>  <0030><FF4F>  !<08F5>`  <42DD>`      <0093>               <D36F>   <F400>  <0010><10BF>   <F400>  1<03CC>   <F400>  !<8DAF>   <F400>  <0040><FF3F>   <F400>   <4202>   <C300>                  Q<04C4>  <0040><3F0F>  Q<04C4>   <AF0D>  Q<04C7>   <FD0A>  1<4D9E>   <FA07>  <0050><FF2F>   <F704>   <4201>                      )<6FEC><0400>  <F806>  5<3FFF>`  <EE0B>  T<0DFF>  <0050><5F2F>  Q<0CDE>  <00A0><0A7E>  A<08CC>  R<04E8>                           <F805>   <E900>   <F400>  <0010><6F00>   <F400>  <0070><0F00>   <F400>  A<8D68>   <F400>  Q<FFCF>                                                                                                                                                                                                                                                                       <4001>      <0030><FD0D>      <0070><8C2F>                          <0080><0800>      <0080><0800>      <0080><3802>   <4100>  <0080><FD2F>  <0010><FD3D>  <0080><7F7E>  <0070><5F4D>                           <008C>       <008C>       <228C>   <4101>  <0040><FF8F>  <0010><FF1D>  <00B0><7B8F>  <0070><6D6F>                           <1003>       <F00C>       <F408>   <2222>   <E603>  <0040><FF8D>   <FC0C>  <00A0><7C8F>                          <0080><0800>   <F400>  <0080><0800>   <F400>  <0080><2802>   <4100>  <0080><FD2F>   <F400>  <0080><AF7F>   <F400>                           <F000>  <0040><0C00>   <F000>  <0040><0C00>   <4000>  <0040><0C23>   <F000>  <0040><1C5F>   <F000>  <0040><AC0C>                           <F500>       <F100>       <F000>  <0022><0221>   <F000>  I<8FFF><0200>  <F000>  Y<FDFB><0500>                                         <0020><2202>   <4201>  <0080><FD1F>  <0030><FF1D>  <0080><BF6F>  <00A0><3D7F>      <0010><D24F>      <0040><CF4F>      <00B0><1D4F>      !<BC7F>      <0070><DFCB>       <0420>                  <0080><0CA9>  <00A0><0900>  <0080><08C8>  !<0800>  <0080><0899>  <00A0><0911>  <0080><5F7E>  <0060><5F5D>  <0080><FB1F>  <0010><FD2C>   <2001>   <4000>                  A<058C>  !<688F>  Q<048C>  !<FF5D>  A<158E>  <00B0><0923>  <00B0><AC8F>  <0070><5D8F>  <0040><FF8B>  <0010><FD2F>   <2200>   <4101>                   <F603>  !<058C>   <F400>  !<048C>   <F400>  !<178F>   <F400>  <0080><DF8F>   <F400>  <0010><BB8D>   <F400>  <0020><007D>      <0080><EF2F>      <0030><A805>  <0080><098D>   <F400>  <0080><088C>   <F400>  <0080><088C>   <F400>  <0080><088C>   <F400>  <0080><088C>   <F400>                           <F000>  <0040><FE02>   <F000>  <0040><FF04>   <F000>  <0040><BF0B>   <F000>  <0040><4C2F>   <F000>  <0040><0CAC>   <F900>      <0030><FF00>       <4800>       <F000>  ,,baja densidad de texto (posible mezcla con datos),revisar
sys_00047,sys.bin,34878,35528,650,                         <0080><098D>  !<06A9>  <0080><088C>  !<04C8>  <0080><088C>  !<0699>  <0080><088C>  <00A0><5D6F>  <0080><088C>  <0020><FF1D>       <4100>                                                          <0020><3202>   <2222>  <0080><FD2F>  <0040><FF8D>  <0080><7F7E>  <00B0><7B8F>                                           <1303>   <3200>   <EC0C>  <0020><FF19>   <FC04>  <0080><6F1F>                           <3100>       <C400>       <D702>  <0030><0223>   <FF08>  !<088C>   <DA02>  !<088C>                                          <0030><0122>  ,,sin palabras reconocibles (probable gráfico/opcode),revisar
