id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
e0_00022,e0.bin,6836,6960,124,"  <020D><00FF>  i<00FF>  <030E><00FF>  a,<0500><FF00><0207><00FF>  <0308> <0600><FF00><0207> <0400><0201> `<0201><00FF><FF4D><5800><FF69><0301><FF4D><3C00><FF7A><0300><FF60> <FF67><0200><FF55> <7019> <FF55> <582E> <FF68> <FF61> <FF4D><1E00><FF64>g",,carácter repetido dominante (probable relleno gráfico),revisar
e0_00023,e0.bin,7296,8422,1126,<FF4D><0600><FF60> <FF67><0200><FF55> <E01E> <FF68> <FF61> <FF4D><3C00><FF7C><0205><0702> <FF4D><1E00><FF60> <FF67><0300><FF55> <501F> <FF55> <302F> <FF68> <FF61> <FF4D><3C00><FF7C><0606><0502> <FF4D><1E00><FF60> <FF67><0400><FF55> <F01F> <FF55> <F02F> <FF68> <FF61> <FF4D><0800><FF69><0303><FF4D><3C00><FF7A><0300><FF4D><1E00><FF60> <FF67><0200><FF55> <6020> <FF68> <FF61> <FF4D><1E00><FF7C><0308><0601> <FF4D><0800><FF7C>.<0700> <FF4D><0800><FF7C><050A><0301> <FF4D><1E00><FF60> <FF67><0201><FF55> <B820> <FF68> <FF67><0001><FF55> <2821> <FF54> <8015> <FF54>`<B815> <FF68> <FF67><0500><FF55> <C821> <FF68> <FF67><0602><FF55> <2022> <FF68> <FF61> <FF24><8401><FF22> <E815>   <FF68> <FF67><0201><FF55> <7021> <FF68> <FF67><0602><FF55> <2022> <FF68> <FF61> <FF22> <E815> <FF6C><0500><FF7C>ob <FF7C><0301>c <FF7C><0401><0B00> <FF7C><050F><0B02> <FF7C>?<0603> <FF7C><0205><0803> <FF7C><0606><0403> <FF78><0500><FF6C><0200><FF4D><3C00><FF60> <FF67><0502><FF55> <B822> <FF68> <FF61> <FF4D><1E00><FF7C><050F><0B00> <FF7C>oa <FF4D><1E00><FF60> <FF67><0502><FF55> <F022> <FF68> <FF61> <FF6E><0500> `<FF7B> <FF4D><3C00><FF7C><050F><0202> <FF78>`<FF4D><0800><FF7C>ob <FF4D><1E00><FF60> <FF67><0602><FF55> <6823> <FF68> <FF61> <FF6E>a<0002>`<FF7B> <FF4D><0600><FF7C>?<0602> <FF4D><0800><FF7C><0205><0800> <FF4D><0A00><FF7C><0606><0402> <FF4D><0B00><FF60> <FF67><0200><FF55> <D823> <FF68> <FF67><0602><FF55> <2024> <FF68> <FF61> <FF78><0300><FF4D><1E00><FF7C><0301>a <FF4D><1E00><FF60> <FF67><0200><FF55> <9024> <FF68> <FF61> <FF7C>ba <FF6E><0302><0001>`<FF7B> <FF4D><0800><FF7C><0606><0401> <FF4D><0A00><FF7C><0205><0801> <FF4D><0800><FF78><0400><FF4D><3C00><FF7C><0401><0B03> <FF60> <FF67><0702><FF55> <1825> <FF68> <FF61> <FF7C><0301><0A03> <FF4D><0600><FF7C>?<0603> <FF4D><0800><FF7C><0205><0803> <FF4D><0800><FF7C><0606><0403> <FF6E><0403><0002>`<FF7B> <FF7C>ac <FF4D><3C00><FF78>`<FF4D><3C00><FF60> <FF67><0600><FF55> <A025> <FF68> <FF61> <FF69>c<FF4D><3C00><FF7A>`<FF6E>dc`<FF7B> <FF7C>?<0600> <FF4D><0400><FF7C><0205><0800> <FF4D><0800><FF7C><0606><0400> <FF78> <FF6E><0505>b`<FF7B> <FF60> <FF67><0502><FF55> <8026> <FF68> <FF61> <FF6E><0306>b`<FF7B> <FF6E><0407>``<FF7B> <FF60> <FF67><0202><FF55> <F826> <FF68> <FF67><0400><FF55> <8027> <FF68> <FF61> <FF4D><1E00><FF7C>f<0201> <FF4D><1E00><FF69>c<FF4D><3C00><FF7A>`<FF60> <FF67><0600><FF55> <F827> <FF68> <FF67><0202><FF55> <0829> <FF68> <FF61> <FF64>,,carácter repetido dominante (probable relleno gráfico),revisar
e0_00024,e0.bin,8428,9016,588,"a<6F00><FF76><0701><FF4D><3C00><FF7C><0205><0803> <FF4D><1E00><FF69><0201><FF4D><3C00><FF7A><0200><FF69><0200><FF4D><3C00><FF7A><0200><FF24><7201><FF24><7301><FF24><4401><FF24><4701><FF24>`<FF24><E500><FF24><E600><FF24><E700><FF24><E800><FF24><E900><FF24><EA00><FF24><DB00><FF24><DC00><FF24><DD00><FF24><DE00><FF24><DF00><FF24><E000><FF3F> <8813> <FF2D><1100><FF21> <FF1B>Hat-wearing student<FF03><0028><FF18><0700>Persona<FF18> <0028>?<FF02><FF04><FF1B>Hat-wearing student<FF03>Dude, if that really worked and I could<FF03>see my future, I'd be on easy street!<FF02><FF04><FF1B>Hat-wearing student<FF03>You sure you ain't got the brain rot,<FF03>Hidehiko?<FF02><FF01> <FF1B>Smug student<FF03>Hehehe",,,pendiente
e0_00025,e0.bin,9022,9474,452," Turns out there's more to it<FF03>than an easy joke.<FF02><FF04><FF1B>Smug student<FF03>Maybe not seeing the future, exactly,<FF03>but weird stuff does happen.<FF02><FF04><FF1B>Smug student<FF03>I'm willing to put my money where my<FF03>mouth is if you are, Mark!<FF02><FF01>  <FF1B>Mark<FF03>Alright",,,pendiente
e0_00026,e0.bin,9480,10168,688," You're on!<FF02><FF04><FF1B>Mark<FF03>I'll bet you an all-you-can-eat dinner<FF03>at the Peace Diner on Joy Street!<FF02><FF01>   <FF1B>Airheaded student<FF03>Woooo. I'm with Hidehiko.<FF02><FF01>  <FF1B>Ponytailed student<FF03>I'll throw my lot in with Brown, too!<FF02><FF01> <FF1B>Mark<FF03>Are you guys serious?<FF02><FF01>   <FF1B>Mark<FF03>Yo Kei, Yukino. Who're you guys gonna<FF03>side with?<FF02><FF01><FF1B>Glasses-wearing student<FF03>Hmp! As if I cared one whit",,,pendiente
e0_00027,e0.bin,10174,10290,116,<FF03>It's absolute bunk!<FF02><FF01>   <FF1B>Cool-headed student<FF03>What he said,,,pendiente
e0_00028,e0.bin,10296,10740,444," This is all you!<FF02><FF01> <FF1B>Mark<FF03>Ugh. You guys are so cold, y'know?<FF02><FF01>  <FF1B>Mark<FF03>Hey, who're you with? It's gotta be<FF03>me, right?<FF02><FF01>  <FF1B>Mark<FF03>C'mon, what's it gonna be?<FF02><FF0E><1900><FF01><FF1B>Mark<FF03>Sheesh, you too? All y'alls crazy!<FF02><FF01>  <FF1B>Ayase<FF03>Awww. Just wait",,,pendiente
e0_00029,e0.bin,10746,10816,70, you'll be sorry.<FF02><FF01><FF1B>Brown<FF03>Heeheehee,,,pendiente
e0_00030,e0.bin,10822,11284,462," This'll be fun.<FF02><FF04><FF1B>Brown<FF03>Awright, let's get started.<FF02><FF01>   <FF1B>Ayase<FF03>'Kay. Here goes.<FF02><FF01>   <FF1B>Ayase<FF03>Umm!<FF02><FF04><FF1B>Ayase<FF03>Persona. Persona.<FF03>Please come here.<FF02><FF01>   <FF1B>Brown<FF03>My turn.<FF02><FF04><FF1B>Brown<FF03>Persona. Persona.<FF03>Come here.<FF02><FF01>  <FF1B>Mark<FF03>Man, why I gotta do this",,,pendiente
e0_00031,e0.bin,11292,11440,148,"<FF02><FF01><FF1B>Brown<FF03>Hurry it up. All-you-can-eat.<FF03>All-you-can-eat.<FF02><FF01> <FF1B>Mark<FF03>Okay, okay",,,pendiente
e0_00032,e0.bin,11446,11510,64,"<FF02><FF04><FF1B>Mark<FF03>Persona, Persona!<FF03>C'mere",,,pendiente
e0_00033,e0.bin,11516,11576,60," I guess!<FF02><FF01>   <FF1B>Elly<FF03>Well, then",,,pendiente
e0_00034,e0.bin,11582,11668,86,"<FF02><FF04><FF1B>Elly<FF03>Persona, Persona.<FF03>Please come to us",,,pendiente
e0_00035,e0.bin,11674,11742,68,<FF02><FF01> <FF1B>Brown<FF03>Alright. Here it comes.<FF03>,,,pendiente
e0_00036,e0.bin,11888,12114,226,H-Huh?<FF02><FF01><FF1B>Ayase<FF03>Hidehiko. You jerk. Now I look like a<FF03>total idiot.<FF02><FF01> <FF1B>Mark<FF03>See? A fat load o' nothin'!<FF02><FF04><FF1B>Mark<FF03>Hehe,,,pendiente
e0_00037,e0.bin,12120,12592,472," Looks like I win!<FF02><FF01><FF1B>Yukino<FF03><0056>sigh<0056> Happy now? Hurry up and go get<FF03>the teacher!<FF02><FF01><FF1B>Brown<FF03>W-Wait. Hold up.<FF02><FF04><FF1B>Brown<FF03>One more time. Please.? Mark screwed<FF03>it up.<FF02><FF04><FF1B>Brown<FF03>C'mon, you gotta take it seriously<FF03>when you do it!<FF02><FF01><FF1B>Mark<FF03>Oh, you little",,,pendiente
e0_00038,e0.bin,12600,12686,86," What a sore loser!<FF02><FF01>   <FF1B>Nanjo<FF03>H-Hey, Masao",,,pendiente
e0_00039,e0.bin,12692,12702,10, Look,,baja densidad de texto (posible mezcla con datos),revisar
e0_00040,e0.bin,12708,12972,264," behind you!<FF02><FF01><FF1B>Mark<FF03>Huh? Dude, that bandwagon has left the<FF03>station! It's too late to--<FF02><FF01>  <FF1B>Mark<FF03>Holy crap.<FF02><FF01>  <FF1B>Ayase<FF03>Wh-What is that",,,pendiente
e0_00041,e0.bin,12980,12996,16, I-Is it,,sin palabras reconocibles (probable gráfico/opcode),revisar
e0_00042,e0.bin,13002,13012,10, real,,baja densidad de texto (posible mezcla con datos),revisar
e0_00043,e0.bin,13020,13166,146,"<FF02><FF01><FF1B>Elly<FF03>Quite a surprise! Last time, we only<FF03>heard noises!<FF02><FF01>  <FF1B>Brown<FF03>Haha",,,pendiente
e0_00044,e0.bin,13172,13360,188," Y-You see that? Just like<FF03>I said, isn't it?<FF02><FF04><FF1B>Brown<FF03>It's a little different this time,<FF03>though",,,pendiente
e0_00045,e0.bin,13366,13456,90,<FF02><FF01>   <FF1B>Girl in white<FF03><0056>sniff<0056> <0056>sniff<0056><FF05><5800><FF03>Help me,,,pendiente
e0_00046,e0.bin,13462,13472,10, Help,,baja densidad de texto (posible mezcla con datos),revisar
e0_00047,e0.bin,13478,13592,114,<FF02><FF01>   <FF1B>Mark<FF03>Wh-What the.?<FF02><FF01>   <FF1B>Nanjo<FF03>Eh? What in the world,,,pendiente
e0_00048,e0.bin,13602,13838,236,"<FF02><FF01> <FF1B>Elly<FF03>This is fantastic. Oh, how intriguing.<FF02><FF01>  <FF1B>Ayase<FF03>Yeeeek. What's going on.?<FF02><FF01>  <FF1B>Yukino<FF03>Careful, everyone. What",,,pendiente
e0_00049,e0.bin,13846,13898,52,<FF02><FF01><FF1B>Mark<FF03>Whoa.<FF02><FF01><FF1B>Nanjo<FF03>Urgh,,,pendiente
e0_00050,e0.bin,13906,16390,2484,"<FF02><FF01> <FF18><0200><0044> Masao Inaba <0029>Nickname<0006> Mark<002A><FF03>The spoiled son of Inaba Dry Cleaning's<FF03>owners! Earnest and excitable!<FF18> <FF02><FF01> <FF18><0200><0044> Kei Nanjo <0029>Nickname<0006> Nanjo<002A><FF03>Heir to the Nanjo Group! An utter<FF03>pragmatist and skeptic!<FF18> <FF02><FF01>   <FF18><0300><0044> Yukino Mayuzumi <0029>Nickname<0006> Yukino<002A><FF03>Trusted by everyone, she's like an<FF03>older sister to all the students!<FF18> <FF02><FF01> <FF18><0200><0044> Hidehiko Uesugi <0029>Nickname<0006> Brown<002A><FF03>Craves attention and doesn't take<FF03>things very seriously!<FF18> <FF02><FF01>  <FF18><0300><0044> Yuka Ayase <0029>Nickname<0006> Ayase<002A><FF03>A troublemaking member of the suntanned,<FF03>bleach-blonde <0028>kogal<0028> set!<FF18> <FF02><FF01><FF18><0300><0044> Eriko Kirishima <0029>Nickname<0006> Elly<002A><FF03>A ladylike student recently returned<FF03>from abroad! Beautiful and intelligent!<FF18> <FF02><FF01><2E00> <7019> <101B> <E81C> <C81D> <281E> <A01E> <E01E> <501F> <F01F> <6020> <B820> <2821> <7021> <C821> <2022> <B822> <F022> <6823> <D823> <2024> <9024> <1825> <A025> <8026> <F826> <8027> <F827> <0829> <6829> <C029> <582A> <802A> <E02A> <582B> <402C> <B02C> <E02C> <282D> <882D> <D02D> <582E> <302F> <F02F> <D030> <9831> <6832>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          <FFFF><1600><FFFF>",,,pendiente
