id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
cm_menu_00010,cm_menu.bin,55052,55096,44,<FF02> <0900><F704>\ U<0700><F806>  <F704>\ U<0700><F706>  <70FF><0300> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00011,cm_menu.bin,55390,55430,40,  <F704>\ U<07D0><2F00> <0800><F704>\ U<0760><9F00> <2F00><F704>\,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00012,cm_menu.bin,56058,56324,266,                                                                                           <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>         ,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00013,cm_menu.bin,58944,59022,78,    <00FF><FFFF><0F00>     Q<FFFF>    <1000> Q<FFFF>   <00B0><6E00> Q<FFFF> <0060> D<0400> Q<FFFF> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00014,cm_menu.bin,59062,59152,90, Q<FFFF> <0060>      <00FF><FFFF>      Q<FFFF>      Q<FFFF><EEEE><6E00>    Q<FFFF><3E33><1300>    Q<FFFF>,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00015,cm_menu.bin,59456,59586,130,  <00FF><FFFF><FFFF><FFFF>    Q<FFFF><FFFF><FFFF>   <0020>Q<FFFF><FFFF><FFFF>   <70AE>Q<FFFF><FFFF><FFFF>   <E007>Q<FFFF><FFFF><FFFF>  <AA06><E77C>Q<FFFF><FFFF><FFFF>  <C55E><E44A>Q<FFFF><FFFF><FFFF>  <76AE><E006>Q<FFFF><FFFF><FFFF>   ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00016,cm_menu.bin,60006,60100,94, Q<FFFF> <0060><0013>   Q<FFFF>      Q<FFFF>      <00FF><FFFF><0F00> <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><0E00>!,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00017,cm_menu.bin,60398,60690,292,5Q<FFFF>      Q<FFFF>      <00FF><FFFF><0F00>     <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><6A36><E006>Q<FFFF><FFFF><FFFF>  <307C><E006>Q<FFFF><FFFF><FFFF>  <EE2C><E006>Q<FFFF><FFFF><FFFF>  <2300> Q<FFFF><FFFF><FFFF>    Q<FFFF><FFFF><FFFF>    <00FF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>  <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>        ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00018,cm_menu.bin,61086,61222,136,                         <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       <FFFF><FF00> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00019,cm_menu.bin,63516,64074,558,<FFFF><FFFF><FFFF><FFFF><FFFF><FF18><1111><81FF><FFFF><FFFF><FFFF><FFFF><FFFF><FF7C><1111><C7FF><FFFF><FFFF><FFFF><FFFF><FFFF><FFAF><1111><FAFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFEF><1331><FEFF><FFFF><FFFF><FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FFFF><FFFF><FFFF><5CC5><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><8FF8><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF><FF00>      <FFFF>       <FFFF>       <FFFF>       <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       <1155>  <00FF> <00FF> <00FF> <00FF> <00FF> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00020,cm_menu.bin,64196,64434,238,  <3000> <4000> <C001>   ``<0300>`<4000>                                <30B7><7B03>      <93DC><CD39>      <D7DD><DD7D>      <CBDD><DDBC>      <DBDD><DDBD>      <D7DD><DD7D>      <A3DD><DD3A>      <30B7><7B03>             &,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00021,cm_menu.bin,64470,64708,238,`     <C5CC><CC5C>      <91CC><CC19>      <40CC><CC04>      <10C6><6C01>      <0092><2900>      <0050><0500>                             <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       <0088> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00022,cm_menu.bin,65078,65286,208,                                     <0500> <9000> <9000> <1000> <3000> <0300> <1000>`<2000><1000>`<0200>  <3000> <4000> <8000>   <0200>`<0300>`<4000>       <FFFF><FF00> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> <00FF> ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00023,cm_menu.bin,69334,70112,778,<FF31><F2FF><FFFF><FFFF><FFFF><4EFF><EFF7><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><F3FF><7FF3><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00024,cm_menu.bin,70694,70888,194,                                             <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <C0F0>QQQQQQQQQQQ,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00025,cm_menu.bin,71602,71620,18,E<EEEE><6E00>M<0E00>J<EEEE><EE0E>E,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00026,cm_menu.bin,72360,72402,42,    A<0700><00AE>+    A<0700><00BE>q    A,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00027,cm_menu.bin,72640,72738,98,                        A<0700> <61DE>`   A<0700><1008>G<0400>   A<0700><509E>H<0300>   A,,sin palabras reconocibles (probable gráfico/opcode),revisar
cm_menu_00028,cm_menu.bin,72760,73026,266,                                                                                            <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       <FF0F>,,carácter repetido dominante (probable relleno gráfico),revisar
cm_menu_00029,cm_menu.bin,80544,81712,1168,<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><32F2><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FE7E><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FC7E><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><F97E><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><F07E><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <0500> <7000> <7000> <1000> <3000> <0200> <1000>`<1000><1000>`<0200>  <3000> <4000> <6000>   <0200>`<0300>`<4000>       ,,carácter repetido dominante (probable relleno gráfico),revisar
