id,limite_chars,tokens_protegidos,texto_original,texto_traducido,estado,notas
talk_kyouki_00014,661,<FF03> <FFFD> <12FF> <F500> <FF03> <FFF5> <FF03> <FF02> <FF04> <FF03> <FFFD> <13FF> <F500> <FF03> <FFF5> <FF03> <FF03> <FFFD> <14FF> <F500> <FFF5> <FF03> <FFFD> <15FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <16FF> <F500> <FF03>," You lyin'<FF03>about your age?<FFFD><12FF><F500> You tramp. You pullin' one over on me.?<FF03>Are ya.?<FFF5>   You serious, girl? If it's a lie, you're<FF03>in deep shit.<FF02><FF04>Because liars get their tongues ripped<FF03>out by the law.<FFFD><13FF><F500>   I don't even know what you're saying,<FF03>but I'm pretty sweet huh.?<FFF5>   You tryin' to sign me on to your<FF03>cause or somethin'? Whatever, you<FF03>just want my power, yeah?<FFFD><14FF><F500> Don't be scared. I'm nice to the ladies.<FFF5>   Fighting a chick is lame! Bring out<FF03>your boyfriend, I'll take him on.<FFFD><15FF><F500>I'm the strongest, most popular demon<FF03>ever to cruise the streets. Don't front.<FFF5> Damn girl, what's with that? You ain't<FF03>got no pride left?<FFFD><16FF><F500>Well, I'll be ruling this world pretty<FF03>soon",,por_traducir,
talk_kyouki_00015,252,<FFF5> <0006> <FF03> <FF02> <FF04> <FF03> <FFFD> <17FF> <F500> <FF03> <FFF5> <FF03>," You can be my queen. Hahaha.<FFF5>It's just what you'd think<0006> Demons gotta<FF03>roll strong.<FF02><FF04>In other words, if you're a pansy, you<FF03>ain't a demon at all.<FFFD><17FF><F500>  Hyahaha. You hittin' on me? You've got<FF03>guts.<FFF5>   What.? What the hell is up with this?<FF03>I feel all weird",,por_traducir,
talk_kyouki_00016,16,<FFF5>,<FFF5>  Screw men. Er,,por_traducir,
talk_kyouki_00017,113,<FFF5> <FF03> <FFFD> <18FF> <F500>," You know.<FFF5> Shut the hell up. One more word outta<FF03>your mouth, and you're dead.<FFFD><18FF><F500>   Hey hey hey. That ain't funny",,por_traducir,
talk_kyouki_00018,34,<FF03>,"<FF03>Oh damn, those eyes mean business",,por_traducir,
talk_kyouki_00020,25,<FF03>, You want some proof.?<FF03>Er,,por_traducir,
talk_kyouki_00021,20,<FFFD> <19FF> <F500>, nevermind.<FFFD><19FF><F500>   You,,por_traducir,
talk_kyouki_00022,56,<FF03> <FFF5>," You're pretty cute! Alright,<FF03>call me later!<FFF5> Sure thing",,por_traducir,
talk_kyouki_00023,115,<FFFD> <1AFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <1BFF> <F500>,"<FFFD><1AFF><F500>A joke for the new age. You're a<FF03>funny guy.<FFF5>Ah, an upcoming comedian, eh? So how's<FF03>life? Are ya eating well?<FFFD><1BFF><F500> ",,por_traducir,
talk_kyouki_00024,66,<FFF5> <FFFD> <1CFF> <F500>,What the hell.?<FFF5> You think you're funny? Well you're not.<FFFD><1CFF><F500> Wowww,,por_traducir,
talk_kyouki_00026,130,<FFF5> <FF03> <FFFD> <1DFF> <F500> <FF03>,"<FFF5>   You're tryin' to make me laugh so I put<FF03>down my guard. That's low, man.<FFFD><1DFF><F500>  Hahahaha. You know what's even funnier<FF03>than that? ",,por_traducir,
talk_kyouki_00027,160,<FFF5> <FF03> <FFFD> <1EFF> <F500> <FF03>,"Your FACE.<FFF5>I consider myself an upbeat guy, so I've<FF03>always wanted upbeat friends like you.<FFFD><1EFF><F500>  Well, that's life! I may look pretty<FF03>chill, but I've had it rough",,por_traducir,
talk_kyouki_00028,411,<FFF5> <FF03> <FFFD> <1FFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <20FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <21FF> <F500> <FF03> <FFF5>,"<FFF5>   Hey, do humans really think they'd be<FF03>better off dead?<FFFD><1FFF><F500>   That's stupid. You're dumber than a bag<FF03>of hammers.<FFF5>If you've got time to talk about that,<FF03>read a book. You're way too low level.<FFFD><20FF><F500>Hyahaha. That's funny. But I prefer<FF03>talking like adults!<FFF5>   Never imagined I'd be talking to humans.<FF03>Good thing I didn't have money on it.<FFFD><21FF><F500>   You a performer of some kind? Well,<FF03>you're funny anyway.<FFF5>   That was so",,por_traducir,
talk_kyouki_00029,32,<FFFD> <22FF> <F500>, What WAS that?<FFFD><22FF><F500>Why you little,,por_traducir,
talk_kyouki_00030,83,<FFF5> <FF03> <FFFD> <23FF> <F500>, Don't screw with me.<FFF5>Hey. Were you absent the day they<FF03>handed out brains.?<FFFD><23FF><F500>Yikes,,por_traducir,
talk_kyouki_00031,23,, What the hell was that,,por_traducir,
talk_kyouki_00033,570,<FF03> <FFFD> <24FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <25FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <26FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <27FF> <F500> <FF03> <FFF5> <FF03>," Did I do something to<FF03>you? I didn't, did I?<FFFD><24FF><F500>This ain't Akiba station. I take my cow<FF03>there a lot, but it's kinda far, y'know?<FFF5>   Sweet. You're giving that to me for<FF03>free, yeah?<FFFD><25FF><F500>  You've been foolin' demons like that,<FF03>have ya.? Well this is MY territory.<FFF5> That ain't nearly blingin' enough for<FF03>me. You got better than that, right?<FFFD><26FF><F500>   You're not gonna say you're giving that<FF03>to me, are you?<FFF5>You're a good guy! You should join my<FF03>posse.<FFFD><27FF><F500> I don't know what nerds like you talk<FF03>about, but it sounds kinda fun!<FFF5>  You don't sound much like a high<FF03>schooler when you talk",,por_traducir,
talk_kyouki_00034,558,<FF03> <FFFD> <28FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <29FF> <F500> <FFF5> <FF03> <FFF3> <FFFD> <2AFF> <F500> <FF03> <FF03> <FFF5> <FF03> <FFFD> <2BFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <2CFF> <F500>," You lyin'<FF03>about your age?<FFFD><28FF><F500> You punk. You pullin' one over on me.?<FF03>Are ya.?<FFF5>Argh. This is way over my head. Just<FF03>tell me what you mean.<FFFD><29FF><F500>  Hyahahahaha. You need me? ME, you say.?<FFF5>You think you could actually control me?<FF03>ME, <FFF3>?<FFFD><2AFF><F500>  Sounds like you're pretty sure of<FF03>yourself. Better not let it go to your<FF03>head, or you'll regret it.<FFF5>You think you could kill me.? Gahaha,<FF03>you couldn't handle it!<FFFD><2BFF><F500>Hehehe. Time to see if the blood of<FF03>stupid humans runs as red as they say.<FFF5> What's that? You want me to kill you<FF03>first? Ha, my pleasure.<FFFD><2CFF><F500> I didn't do anything",,por_traducir,
talk_kyouki_00035,38,<FF03>," C'mon, you're<FF03>fingerin' the wrong guy",,por_traducir,
talk_kyouki_00036,95,<FFF5> <FF03> <FF03> <FFFD> <2DFF> <F500>,"<FFF5>   I'm beggin' ya, lemme go! I've got a<FF03>wife and kid back home, and they're<FF03>starvin'!<FFFD><2DFF><F500>   Hmm",,por_traducir,
talk_kyouki_00037,92,<FF03> <FFF5>," I'd heard you kids were getting<FF03>more conceited, but it's true!<FFF5>  I'll teach ya some manners",,por_traducir,
talk_kyouki_00039,246,<FF03> <FFFD> <2EFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <2FFF> <F500> <FF03> <FFF5> <FF03>,"<FF03>Gimme your hand.<FFFD><2EFF><F500> You're a dude. Quit yappin' on and on<FF03>like a chick.<FFF5>You makin' fun of me.? I'll show you<FF03>what the difference is between us.<FFFD><2FFF><F500>  Hey man, flattery won't get you anywhere<FF03>in life!<FFF5>  You're one of those intellectuals,<FF03>aren't you",,por_traducir,
talk_kyouki_00040,91,<FFFD> <30FF> <F500> <FF03> <FFF5> <FF03>,"<FFFD><30FF><F500>Hey hey, you're good. That was pretty<FF03>cool.<FFF5>You're good! Maybe I should learn to<FF03>do that",,por_traducir,
talk_kyouki_00041,224,<FFFD> <31FF> <F500> <FFF5> <FF03> <FFFD> <32FF> <F500> <FF03> <FFF5> <FF03>,"<FFFD><31FF><F500>  You've got no rhythm. You suck.<FFF5>What is THAT? Did your granddaddy teach<FF03>you to dance.?<FFFD><32FF><F500>   Ye-yah. My blood's burning. I'm gonna<FF03>see some blood tonight. Yeahhhh.<FFF5> I-I can dance too, y'know. Check this<FF03>out. JUMP, JUMP. ",,por_traducir,
talk_kyouki_00042,342,<FFFD> <33FF> <F500> <FF03> <FF03> <FFF5> <FF03> <FFFD> <34FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <35FF> <F500>,"Haha, I kid.<FFFD><33FF><F500>   Sounds like you're pretty sure of<FF03>yourself. Better not let it go to your<FF03>head, or you'll regret it.<FFF5>You think you could kill me.? Gahaha,<FF03>you couldn't handle it!<FFFD><34FF><F500>Hehehe. Time to see if the blood of<FF03>stupid humans runs as red as they say.<FFF5> What's that? You want me to kill you<FF03>first? Ha, my pleasure.<FFFD><35FF><F500> I didn't do anything",,por_traducir,
talk_kyouki_00043,38,<FF03>," C'mon, you're<FF03>fingerin' the wrong guy",,por_traducir,
talk_kyouki_00044,178,<FFF5> <FF03> <FF03> <FFFD> <36FF> <F500> <FF03> <FFF5>,"<FFF5>   I'm beggin' ya, lemme go! I've got a<FF03>wife and kid back home, and they're<FF03>starvin'!<FFFD><36FF><F500>   Oh, this scar? I got this from a fight<FF03>a few years back! Scars are a man's medal.<FFF5>  Uh",,por_traducir,
talk_kyouki_00046,382,<FFFD> <37FF> <F500> <FFF5> <FF03> <FFFD> <38FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <39FF> <F500> <FF03> <FFF5> <FF03>," something behind me?<FFFD><37FF><F500>   What, man.? You wanna get started.?<FFF5>What's with those eyes.? You wanna take<FF03>this outside.?<FFFD><38FF><F500>   I know I'm cool, but your stare is<FF03>burnin' me up. I'm melting, man.<FFF5>Your radar needs a tune-up! I don't<FF03>mess with men! Got it.?<FFFD><39FF><F500>  I don't know what nerds like you talk<FF03>about, but it sounds kinda fun!<FFF5>  You don't sound much like a high<FF03>schooler when you talk",,por_traducir,
talk_kyouki_00047,513,<FF03> <FFFD> <3AFF> <F500> <FF03> <FFF5> <FF03> <FF03> <FF02> <FF04> <FF03> <FFFD> <3BFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <3CFF> <F500> <FF03> <FFF5> <FF03> <FF03> <FFFD> <3DFF> <F500>," You lyin'<FF03>about your age?<FFFD><3AFF><F500> You punk. You pullin' one over on me.?<FF03>Are ya.?<FFF5>That sounds like a false statement.<FF03>Lying only causes trouble, man.<FF03>Wanna know why?<FF02><FF04>Because liars get their tongues ripped<FF03>out by the law.<FFFD><3BFF><F500>  I have no clue what you're saying, but<FF03>I'm havin' fun.<FFF5> You on a mission or something?<FF03>Whatever, you just want my power anyway!<FFFD><3CFF><F500>  You call that scary.? Humans are such<FF03>wusses. You know that, girl.?<FFF5>Screw that. Let's make it scarier. You<FF03>play the chick who gets killed by the<FF03>demons.<FFFD><3DFF><F500> Umm",,por_traducir,
talk_kyouki_00048,61,<FF03>," Wh-Where's the restroom? H-Hurry,<FF03>or I won't make it in time",,por_traducir,
talk_kyouki_00050,40,<FF03>," That's all made up, right?<FF03>H-How stupid",,por_traducir,
talk_kyouki_00051,340,<FFFD> <3EFF> <F500> <FFF5> <FF03> <FFFD> <3FFF> <F500> <FFF5> <FF03> <FFFD> <40FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <41FF> <F500>,"<FFFD><3EFF><F500>  Gore, screams, fear. I like it. Yeahhh.<FFF5>That's interesting. Do humans fear me<FF03>like that too?<FFFD><3FFF><F500> Damnnnn, nice voice.<FFF5>   You wanna do a duet? I'd be cool with<FF03>that.<FFFD><40FF><F500>  That song is whack. Unless you're TRYING<FF03>to sound like a whale.<FFF5>Damn, no need to go showin' off.<FF03>I'm SO sorry I'm tone-deaf, alright.?<FFFD><41FF><F500>   Ah, my heart feels cleansed",,por_traducir,
talk_kyouki_00052,38,<FF03>, Maybe<FF03>it's time to re-evalute my life,,por_traducir,
talk_kyouki_00053,36,<FFF5> <FFFD> <42FF> <F500>,"<FFF5>   Bravo. Oh, good for you.<FFFD><42FF><F500> Whoa",,por_traducir,
talk_kyouki_00054,69,<FF03> <FFF5>, You totally blew my mind! Was<FF03>that even a negotiation technique?<FFF5>   ,,por_traducir,
talk_kyouki_00055,142,<FFFD> <43FF> <F500> <FF03> <FFF5> <FF03>,"Do I look like a minor?<FFFD><43FF><F500>   What was that.? You better shut your<FF03>mouth.<FFF5>I'm about to beat some sense into you.<FF03>This may hurt, but you'll live",,por_traducir,
talk_kyouki_00056,20,<FFFD> <44FF> <F500>," Maybe.<FFFD><44FF><F500>  Hey, hey",,por_traducir,
talk_kyouki_00057,33,<FF03>," Man, this is a crazy<FF03>predicament",,por_traducir,
talk_kyouki_00058,32,<FFF5>,"<FFF5>Please, just for a little while",,por_traducir,
talk_kyouki_00059,212,<FF03> <FFFD> <45FF> <F500> <FF03> <FFF5> <FF03> <FF03>," Hold<FF03>me against your chest.<FFFD><45FF><F500>   I don't know what chicks like you talk<FF03>about, but it sounds kinda fun!<FFF5> Bein' invited's fine and all, but are<FF03>you really a high school kid? You better<FF03>not be lyin' 'bout your age",,por_traducir,
talk_kyouki_00060,298,<FFFD> <46FF> <F500> <FF03> <FFF5> <FF03> <FF03> <FF02> <FF04> <FF03> <FFFD> <47FF> <F500> <FFF5> <FF03> <FFF3> <FFFD> <48FF> <F500>,"<FFFD><46FF><F500>You punk. You pullin' one over on me.?<FF03>Are ya.?<FFF5>You seriously tryin' to talk me into<FF03>this? Lying only causes trouble, man.<FF03>Wanna know why?<FF02><FF04>Because liars get their tongues ripped<FF03>out by the law.<FFFD><47FF><F500>   Hyahahahaha. You need me? ME, you say.?<FFF5>You think you could actually control me?<FF03>ME, <FFF3>?<FFFD><48FF><F500>  Hmm",,por_traducir,
talk_kyouki_00061,92,<FF03> <FFF5>," I'd heard you kids were getting<FF03>more conceited, but it's true!<FFF5>  I'll teach ya some manners",,por_traducir,
talk_kyouki_00063,134,<FF03> <FFFD> <49FF> <F500> <FF03> <FFF5> <FF03>,"<FF03>Gimme your hand.<FFFD><49FF><F500> What was that.? You better shut your<FF03>mouth.<FFF5>I'm about to beat some sense into you.<FF03>This may hurt, but you'll live",,por_traducir,
talk_kyouki_00064,33,<FFFD> <4AFF> <F500>, Maybe.<FFFD><4AFF><F500>  Th-That's kinda cruel,,por_traducir,
talk_kyouki_00065,32,<FF03> <FFF5>, What'd I ever<FF03>do to you?<FFF5>  Look,,por_traducir,
talk_kyouki_00066,62,<FF03>," If you weren't so young,<FF03>talking big like that wouldn't slide",,por_traducir,
talk_kyouki_00067,110,<FFFD> <4BFF> <F500> <FF03> <FFF5> <FF03>,<FFFD><4BFF><F500> Hyahahaha. You tryin' to tempt me.?<FF03>You got guts.<FFF5>  What.? What the hell is up with this?<FF03>I feel all weird,,por_traducir,
talk_kyouki_00068,38,<FFF5>,<FFF5>  I hate live women. I'm serious here,,por_traducir,
talk_kyouki_00069,22,<FF03> <FFF5>,<FF03>That sucked.<FFF5>Hehehehe,,por_traducir,
talk_kyouki_00070,161,<FFFD> <4CFF> <F500> <0056> <0056> <FF03> <FFF5> <FFFD> <4DFF> <F500>," Then c'mere, girl.<FFFD><4CFF><F500>   <0056>whistle<0056> Really.? Damn, I'm so popular.<FF03>It ain't easy bein' a player, y'know.<FFF5> My baby doll. Jump into my arms.<FFFD><4DFF><F500> To tell ya the truth",,por_traducir,
talk_kyouki_00071,44,<FF03>, I've got kind<FF03>of a soft spot for that stuff,,por_traducir,
talk_kyouki_00072,59,<FFF5> <FF03>,"<FFF5> Okay, okay, I won't hurt you! I promise!<FF03>Just stop crying",,por_traducir,
talk_kyouki_00073,13,<FFFD> <4EFF> <F500>,<FFFD><4EFF><F500> Oh dammit,,por_traducir,
talk_kyouki_00074,75,<FFF5> <FF03>, I made her cry. God damn it.<FFF5>  You heartless witch. Using my soft<FF03>spot for,,por_traducir,
talk_kyouki_00075,102,<FFFD> <4FFF> <F500> <FF03> <FFF5>," Aghhh, that's so low.<FFFD><4FFF><F500> It wasn't me. I didn't do anything.<FF03>She just started crying on her own.<FFF5>Damn",,por_traducir,
talk_kyouki_00076,24,, I don't know what to do,,por_traducir,
talk_kyouki_00077,34,<FF03>,<FF03>Never thought I'd make a girl cry,,por_traducir,
talk_kyouki_00078,329,<FFFD> <50FF> <F500> <FF03> <FF03> <FFF5> <FF03> <FFFD> <51FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <52FF> <F500>,"<FFFD><50FF><F500>  Sounds like you're pretty sure of<FF03>yourself. Better not let it go to your<FF03>head, or you'll regret it.<FFF5>You think you could get me.? Gahaha,<FF03>you couldn't handle it!<FFFD><51FF><F500> Hehehe. Time to see if the blood of<FF03>stupid humans runs as red as they say.<FFF5> What's that? You want me to kill you<FF03>first? Ha, my pleasure.<FFFD><52FF><F500> I didn't do anything",,por_traducir,
talk_kyouki_00079,38,<FF03>," C'mon, you're<FF03>fingerin' the wrong guy",,por_traducir,
talk_kyouki_00080,205,<FFF5> <FF03> <FF03> <FFFD> <53FF> <F500> <FF03> <FFF5> <FF03>,"<FFF5>   I'm beggin' ya, lemme go! I've got a<FF03>wife and kid back home, and they're<FF03>starvin'!<FFFD><53FF><F500>   What was that.? You better shut your<FF03>mouth.<FFF5>I'm about to beat some sense into you.<FF03>This may hurt, but you'll live",,por_traducir,
talk_kyouki_00083,28,<FFF5>,<FFF5>  You're strong for a chick,,por_traducir,
talk_kyouki_00084,96,<FF03> <FFFD> <55FF> <F500> <FF03>," But uh,<FF03>Missy? Lay off picking on the weak, eh?<FFFD><55FF><F500> You're nice and healthy! I've lost my<FF03>energy",,por_traducir,
talk_kyouki_00086,52,<FF03> <FFF5>," Heh, except that<FF03>I'm totally lying!<FFF5>Th-This feeling",,por_traducir,
talk_kyouki_00087,165,<FF03> <FFFD> <56FF> <F500> <FF03> <FFF5> <FF03>,"I can't contain it.<FF03>Do some more.<FFFD><56FF><F500>  I don't know what nerds like you talk<FF03>about, but it sounds kinda fun!<FFF5>  You don't sound much like a high<FF03>schooler when you talk",,por_traducir,
talk_kyouki_00088,391,<FF03> <FFFD> <57FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <58FF> <F500> <FFF5> <FF03> <FFFD> <59FF> <F500> <FF03> <FFF5> <FF03>," You lyin'<FF03>about your age?<FFFD><57FF><F500> You punk. You pullin' one over on me.?<FF03>Are ya.?<FFF5>You tryin' to preach to me, lady.?<FF03>Don't you dare go big sister on me.<FFFD><58FF><F500>   Hyahahahaha. You need me? ME, you say.?<FFF5>You think you're the pope or somethin'?<FF03>Whatever, you just want my power, right?<FFFD><59FF><F500> What was that.? You better shut your<FF03>mouth.<FFF5>I'm about to beat some sense into you.<FF03>This may hurt, but you'll live",,por_traducir,
talk_kyouki_00089,12,<FFFD> <5AFF> <F500>, Maybe.<FFFD><5AFF><F500>  ,,por_traducir,
talk_kyouki_00091,28,<FFF5>,<FFF5>  You're strong for a chick,,por_traducir,
talk_kyouki_00092,96,<FF03> <FFFD> <5BFF> <F500> <FF03>," But uh,<FF03>Missy? Lay off picking on the weak, eh?<FFFD><5BFF><F500> You're nice and healthy! I've lost my<FF03>energy",,por_traducir,
talk_kyouki_00094,52,<FF03> <FFF5>," Heh, except that<FF03>I'm totally lying!<FFF5>Th-This feeling",,por_traducir,
talk_kyouki_00095,399,<FF03> <FFFD> <5CFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <5DFF> <F500> <FF03> <FFF5> <FF03> <FF03> <FFFD> <5EFF> <F500>,"I can't contain it.<FF03>Do some more.<FFFD><5CFF><F500>  You've got the look of someone tryin'<FF03>not to be scared. Hehehehe.<FFF5>  Hmm, you're crazy to ignore me. You're<FF03>not afraid of the consequences?<FFFD><5DFF><F500>   Tch, what a snob. You sayin' I'm not<FF03>even worth negotiating with.?<FFF5> If a man wounds my pride, I wound the<FF03>man by staining the floor with his <FF03>blood. That's what manhood is about.<FFFD><5EFF><F500>   Did I make you angry or something",,por_traducir,
talk_kyouki_00096,432,<FFF5> <FF03> <FFFD> <5FFF> <F500> <FF03> <FFF5> <FF03> <FFFD> <60FF> <F500> <FF03> <FFF5> <FF03> <FF03> <FFFD> <61FF> <F500>,"<FFF5>  Why you so down? I don't know what<FF03>happened, but cheer up, okay?<FFFD><5FFF><F500> You've got the look of someone tryin'<FF03>not to be scared. Hehehehe.<FFF5>  Hmm, you're crazy to ignore me. You're<FF03>not afraid of the consequences?<FFFD><60FF><F500>   Tch, what a snob. You sayin' I'm not<FF03>even worth negotiating with.?<FFF5> If a man wounds my pride, I wound the<FF03>man by staining the floor with his <FF03>blood. That's what manhood is about.<FFFD><61FF><F500>   Did I make you angry or something",,por_traducir,
talk_kyouki_00097,395,<FFF5> <FF03> <FFFD> <62FF> <F500> <FF03> <FF03> <FFF5> <FF03> <FFFD> <63FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <64FF> <F500>,"<FFF5>  Why you so down? I don't know what<FF03>happened, but cheer up, okay?<FFFD><62FF><F500> Sounds like you're pretty sure of<FF03>yourself. Better not let it go to your<FF03>head, or you'll regret it.<FFF5>You think you could kill me.? Gahaha,<FF03>you couldn't handle it!<FFFD><63FF><F500>Hehehe. Time to see if the blood of<FF03>stupid humans runs as red as they say.<FFF5> What's that? You want me to kill you<FF03>first? Ha, my pleasure.<FFFD><64FF><F500> I didn't do anything",,por_traducir,
talk_kyouki_00098,38,<FF03>," C'mon, you're<FF03>fingerin' the wrong guy",,por_traducir,
talk_kyouki_00099,217,<FFF5> <FF03> <FF03> <FFFD> <65FF> <F500> <FF03> <FFF5> <FF03> <FFFD> <66FF> <F500>,"<FFF5>   I'm beggin' ya, lemme go! I've got a<FF03>wife and kid back home, and they're<FF03>starvin'!<FFFD><65FF><F500>   Quit your yellin'. If you're screwin'<FF03>with me, you'll be sorry.<FFF5>Hey. Were you absent the day they<FF03>handed out brains.?<FFFD><66FF><F500>Yikes",,por_traducir,
talk_kyouki_00100,23,, What the hell was that,,por_traducir,
talk_kyouki_00102,160,<FF03> <FFFD> <67FF> <F500> <FFF5> <FFFD> <68FF> <F500> <FFF5>," Did I do something to<FF03>you? I didn't, did I?<FFFD><67FF><F500>Hyahahahahaha. You got guts.<FFF5>   Damn you. You're just my type.<FFFD><68FF><F500>   Hey, you know magic? You're cool, guy.<FFF5> I see",,por_traducir,
talk_kyouki_00103,80,<FF03> <FFFD> <69FF> <F500>," You think you can impress the<FF03>ladies with that, huh.?<FFFD><69FF><F500>   Humans can use magic",,por_traducir,
talk_kyouki_00104,26,<FF03>, They didn't<FF03>teach us that,,por_traducir,
