id,limite_chars,tokens_protegidos,texto_original,texto_traducido,estado,notas
talk_yakuza_00021,310,<FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FF03>,"<FFF5> You've got your eyes set on a yakuza?<FF03>You've got more guts than most punks<FF03>out there!<FFF5>  You're glarin' at a yakuza! You must<FF03>want to meet Buddha.<FFF5>  Hahaha. You're creepin' me out with that<FF03>weird stare! Lighten up, kid!<FFF5> You're interesting! In our world, it's<FF03>the smooth talkers that make their way<FF03>to the top",,por_traducir,
talk_yakuza_00022,19,, If they stay alive,,por_traducir,
talk_yakuza_00023,207,<FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5>,<FFF5>  You better cut the crap. Yakuza aren't<FF03>patient enough to listen to human BS<FF03>all day.<FFF5>   Hahaha. It's pretty bold to try and con<FF03>a yakuza!<FFF5>  You messin' with a yakuza? Well my gun's<FF03>scarier than your BS!<FFF5> ,,por_traducir,
talk_yakuza_00024,30,,Even us yakuza have weaknesses,,por_traducir,
talk_yakuza_00025,129,<FFF5> <FF03> <FFF5> <FF03>,<FFF5>   Hahaha. You really are a civilian lady!<FF03>You say some cute things!<FFF5>  Your singing reminds me of this lady<FF03>I knew who ran a bar,,por_traducir,
talk_yakuza_00026,148,<FF03> <FFF5> <FF03> <FFF5> <FFF5>, I think maybe<FF03>I'm in love!<FFF5>You lookin' for trouble.? We don't let<FF03>women sing with that kinda language.<FFF5>Hey. Nice voice ya got there!<FFF5>  You're crazy,,por_traducir,
talk_yakuza_00027,333,<FF03> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FF03>," Look kid, quit takin'<FF03>whatever you're on! Your kids'll thank<FF03>you for it someday!<FFF5>   The hell you doing.? To caress a yakuza<FF03>is to mock him.<FFF5>Man, this is something! But I guess it<FF03>ain't bad to be treated like a normal<FF03>demon sometimes!<FFF5>  If you're gonna take me to the gates of<FF03>hell, you better be able to carry the<FF03>burden of my karma",,por_traducir,
talk_yakuza_00028,339,<FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03>,"<FFF5>In our world, we've got duty and<FF03>formalities! You can't ignore that.<FFF5>   Lady, you got a lot of guts talkin' to<FF03>those who walk the bloody path!<FFF5> You've got a strong heart for a woman!<FF03>Maybe you'd make a good yakuza wife!<FFF5>Think you're ready to see nirvana? I bet<FF03>Buddha's pretty lonely!<FFF5>   Are you made? If you're from some other<FF03>gang, then",,por_traducir,
talk_yakuza_00029,387,<FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5>,"<FFF5>  You got as much sex appeal as my left<FF03>toe! I'd love to see the suckers that<FF03>fall for you!<FFF5>  Shut up. We don't deal with no law-<FF03>abiding women folk.<FFF5>Hahaha. It's been true throughout the<FF03>ages. Women are always attracted to the<FF03>scent of evil.<FFF5>   If I just ignored you, I'd be putting my<FF03>rep on the line! Leave it to me!<FFF5>  This biz ain't a charity! You must not<FF03>have done your homework!<FFF5>",,por_traducir,
talk_yakuza_00030,48,<FF03>,There was a time when they called me<FF03>an atrocity,,por_traducir,
talk_yakuza_00031,20,, But compared to you,,por_traducir,
talk_yakuza_00032,29,<FFF5>,<FFF5>  You beat me at my own game,,por_traducir,
talk_yakuza_00033,123,<FF03> <FFF5> <FF03> <FFF5>, You'd<FF03>definitely make a good yakuza wife!<FFF5>You plan on dying soon? I could speed<FF03>up the process for ya!<FFF5>   I ain't no civvy,,por_traducir,
talk_yakuza_00034,28,<FF03>, If you're from<FF03>another gang,,por_traducir,
talk_yakuza_00035,126,<FFF5> <FF03> <FF03> <FFF5>,"<FFF5> Looks like you've got a deathwish! We<FF03>say yakuza don't hurt outsiders, but<FF03>that's just our front.<FFF5>  You ain't a normal woman",,por_traducir,
talk_yakuza_00036,128,<FF03> <FFF5> <FF03> <FFF5> <FF03>, Which gang<FF03>you from?<FFF5>   Hahaha. You're pretty confident. I like<FF03>that.<FFF5>  You talkin' about yakuza? Maybe you'll<FF03>turn out alright,,por_traducir,
talk_yakuza_00037,225,<FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03>,"<FFF5> Shut your trap. Nothin' worse than a<FF03>yappin' woman.<FFF5>Hahaha. You're a powerful woman. Fitting<FF03>of those manly words.<FFF5> An outsider telling off a yakuza?<FF03>That's pretty funny!<FFF5> You tellin' off a yakuza? Naw, that'd<FF03>be impossible",,por_traducir,
talk_yakuza_00038,315,<FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03>,"<FFF5> Hahaha. No matter what century, women<FF03>never cease their meddling!<FFF5>  A law-abiding citizen and a student on<FF03>top of that--you really shouldn't be<FF03>hanging out with me! Go on home!<FFF5>   When you talk, you look the other person<FF03>in the eyes! Don't tell me you didn't<FF03>know that!<FFF5>  I'm being coaxed into something by a<FF03>girl",,por_traducir,
talk_yakuza_00039,26,, Maybe it's time to retire,,por_traducir,
talk_yakuza_00040,276,<FFF5> <FF03> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03>,"<FFF5>  A law-abiding citizen and a student on<FF03>top of that--you really shouldn't be<FF03>hanging out with me! Go on home!<FFF5>   When you talk, you look the other person<FF03>in the eyes! Don't tell me you didn't<FF03>know that.<FFF5>  You tryin' to be a lone wolf? If I got<FF03>bit by a kid, I'd lose respect",,por_traducir,
talk_yakuza_00041,30,<FFF5>,<FFF5>   You beat me at my own game,,por_traducir,
talk_yakuza_00042,79,<FF03> <FFF5> <FF03>, You're a<FF03>pretty capable punk!<FFF5>You wanna get outta here? I could do<FF03>that for ya,,por_traducir,
talk_yakuza_00043,17,<FFF5>,<FFF5>I ain't no civvy,,por_traducir,
talk_yakuza_00044,28,<FF03>, If you're from<FF03>another gang,,por_traducir,
talk_yakuza_00045,205,<FFF5> <FF03> <FFF5> <FFF5> <FF03> <FFF5>,"<FFF5> You wanna get your ass kicked.?<FF03>Shut your trap before I make you scream.<FFF5>   I told ya kid, drug use is life abuse!<FFF5> Hahaha. If you're usin', kid, you oughta<FF03>quit and get your ass to a doctor!<FFF5>Interesting",,por_traducir,
talk_yakuza_00046,84,<FF03> <FFF5> <FF03>, You've got some real<FF03>con-artist potential!<FFF5>  I can't figure out some civilian<FF03>trick,,por_traducir,
talk_yakuza_00047,24,, Times sure have changed,,por_traducir,
talk_yakuza_00048,442,<FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF1> <FFF5> <FF03> <0006> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF1> <FFF5>,"<FFF5>   You're an interesting kid, but if you're<FF03>a student, shouldn't you be using your<FF03>head?<FFF5>  You're a smart one! You know how to deal<FF03>with us yakuza!<FFF1><FFF5>  You wanna negotiate with a yakuza? Lemme<FF03>tell ya the first step<0006> hand over<FF03>somethin' worth my time!<FFF1><FFF5>   I'm the type of guy who enjoys a moment<FF03>of silence! Think that over!<FFF5>   Hey, if you wanna talk, you gotta follow<FF03>the rules. First, gimme whatchya got!<FFF1><FFF5>What does an outsider want with me",,por_traducir,
talk_yakuza_00049,24,<FF03>,<FF03>I'm runnin' late for a ,,por_traducir,
talk_yakuza_00051,591,<FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF1> <FFF5> <FF03> <0006> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF5>,"<FFF5>If you're talkin' to a yakuza, you're<FF03>not a real honest human, are ya?<FF03>You! Gimme somethin'!<FFF1><FFF5>  You've got quite a mouth! Lemme know<FF03>when you become a lawyer!<FFF5> Hahaha. You're pretty calm for bein'<FF03>in front of a yakuza! Show me a token<FF03>of your respect!<FFF1><FFF5>   You've got guts! You know how to deal<FF03>with us yakuza!<FFF1><FFF5> You wanna negotiate with a yakuza? Lemme<FF03>tell ya the first step<0006> hand over<FF03>somethin' worth my time!<FFF1><FFF5>   What the hell are you thinking?<FF03>Try using that head of yours!<FFF5>  You don't think much, do ya kid.? It<FF03>ain't wise to make fun of the yakuza.<FFF5> What does an outsider want with me",,por_traducir,
talk_yakuza_00052,24,<FF03>,<FF03>I'm runnin' late for a ,,por_traducir,
talk_yakuza_00054,567,<FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF1> <FFF5>,"<FFF5>If you're talkin' to a yakuza, you're<FF03>not a real honest human, are ya?<FF03>You! Gimme somethin'!<FFF1><FFF5>  You've got quite a mouth! Lemme know<FF03>when you become a lawyer!<FFF5> Hahaha. You're pretty calm for bein'<FF03>in front of a yakuza! Show me a token<FF03>of your respect!<FFF1><FFF5>   You got guts, kid! Not too many civvies<FF03>out there negotiate with us yakuza like<FF03>that!<FFF5>  You've got balls to stand up to my<FF03>anger, kid. I better test ya!<FFF1><FFF5>  You makin' fun of me.? Humans die pretty<FF03>quickly, y'know.<FFF5>  You lookin' to die? Well, before ya go,<FF03>gimme your stuff!<FFF1><FFF5> What does an outsider want with me",,por_traducir,
talk_yakuza_00055,24,<FF03>,<FF03>I'm runnin' late for a ,,por_traducir,
talk_yakuza_00057,631,<FFF5> <FF03> <0006> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5>,"<FFF5>You makin' fun of me? That's crazy, man!<FF03>Lemme test your brain<0006> gimme somethin'!<FFF1><FFF5>  If you're a man, you gotta know how to<FF03>suppress your anger! I ain't budgin'!<FFF5>   You're tryin' to piss me off, but you're<FF03>outta yer league! It'd be easier if ya<FF03>just gave me somethin'!<FFF1><FFF5>   You're pretty good! Keep workin' your<FF03>way to the top!<FFF5>  Bustin' out a performance in the middle<FF03>of a chat with a yakuza? That's crazy!<FF03>I think you better give me somethin'!<FFF1><FFF5>  Cut the crap. Yakuza ain't the type to<FF03>quit talkin' and watch a show.<FFF5>  Knock it off, you're wastin' my time!<FF03>Just get to the part where ya give me<FF03>your valuables!<FFF1><FFF5>   You're no good",,por_traducir,
talk_yakuza_00058,33,<FF03>, You've got a problem<FF03>or somethin,,por_traducir,
talk_yakuza_00059,400,<FFF5> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FFF1> <FFF5>,"<FFF5> I don't get what you civvies are<FF03>thinkin' these days! Lay it out plain!<FFF1><FFF5>   Don't make me laugh so much. I didn't<FF03>think it'd be this hard to hold back.<FFF5>You're a quality peformer, kid! I like<FF03>ya! When are you on again?<FFF5>  Straight up inviting a yakuza? What a<FF03>crazy human! Maybe you'll be a big shot<FF03>later in life!<FFF5>   You inviting me? I'll need somethin'<FF03>fitting then!<FFF1><FFF5>Don't underestimate the yakuza",,por_traducir,
talk_yakuza_00060,107,<FF03> <FF03> <FFF5> <FFF5>,<FF03>We don't take well to bein' treated like<FF03>family by the civvies!<FFF5>  You're sayin' I'm greedy.? You mock me.<FFF5>,,por_traducir,
talk_yakuza_00061,29,,I ain't interested in civvies,,por_traducir,
talk_yakuza_00062,29,,I ain't interested in civvies,,por_traducir,
talk_yakuza_00063,653,<FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF1> <FFF5> <FF03> <FFF5> <FF03> <FFF1> <FFF5> <FF03> <FF03> <FFF5> <FF03>,"<FF03>'Course, goods are another story!<FFF1><FFF5> Real men let go of their greed! I ain't<FF03>gonna budge on that, kid!<FFF5>  Hahaha. Let the yakuza handle your<FF03>problems! If you've got somethin' for<FF03>me, maybe I'll see things your way!<FFF1><FFF5>  Don't be scared! Yakuza don't hurt<FF03>outsiders, 'specially not women!<FFF5>Don't worry! Yakuza are nice guys once<FF03>we get what we want!<FFF1><FFF5>   Tryin' to get on my good side, girl.?<FF03>I can't trust ya.<FFF5>If you wanna get on my good side, start<FF03>by followin' the yakuza tradition!<FFF1><FFF5>Maybe you're up to somethin', maybe you<FF03>ain't! Either way, I don't trust anyone<FF03>I ain't traded cups with!<FFF5>  In my experience, when people act like<FF03>that, you can't trust 'em",,por_traducir,
talk_yakuza_00064,334,<FFF5> <FF03> <FFF5> <FF03> <FFF5> <FF03> <FF03> <FFEF> <FFEF> <FF03>,"<FFF5>Don't worry, ain't nobody kinder to<FF03>women than yakuza! We got big hearts!<FFF5>  All yakuza are born with natural charm!<FF03>You don't need to worry!<FFF5>   You have proof of our vow! You must<FF03>make a Persona with a big heart and<FF03>a strong sense of honor!<FFEF>   Alright, here ya go!<FFEF>   In the end, you're just a civilian!<FF03>You can't understand a yakuza",,por_traducir,
talk_yakuza_00065,680,<FFEF> <FFEF> <FF03> <FF03> <FFEF> <FF03> <FFEF> <FFEF> <FF03> <FFEF> <FFEF> <FF03> <FF03> <FFEF> <FF03> <FFEF> <FF03> <FF03> <FFEF> <FF03> <FF03> <FFEF>,"<FFEF>   You and I are too different!<FFEF>   It's a cryin' shame, but I like being<FF03>a yakuza! Come back when you've got<FF03>more life experience!<FFEF>Well, I guess you can have this! Put it<FF03>toward your training!<FFEF>  Ciao!<FFEF>  Hahaha. There's no need for either of<FF03>us to hold back!<FFEF> Make the call. I wanna get outta here.<FFEF> The card is proof of our vow!<FF03>Make me a Persona with a big heart<FF03>and a strong sense of honor!<FFEF>  I'll give you this! A pointless scuffle<FF03>wouldn't benefit either of us!<FFEF> You lawful guys, go home<FF03>and play Atlus video games!<FF03>I'm going home too!<FFEF>   Lawful guys should stay home and play<FF03>Atlus games! I hear they're awesome!<FF03>Put this toward your purchase!<FFEF>  I'll cut you with my blade. ",,por_traducir,
talk_yakuza_00066,93,<FF03> <FFEF> <FF03> <FFEF>,"Wha.?<FF03>It's chipped. Noooooooo. My baby.<FFEF> Grrr, screw this. Take my spell card<FF03>and beat it.<FFEF>  ",,por_traducir,
talk_yakuza_00067,43,<FF03>,"Unlike you, I can only exist in the<FF03>shadows",,por_traducir,
talk_yakuza_00068,62,<FF02> <FF04> <FF03>,<FF02><FF04>But there are times that I wish I could<FF03>walk in the sunlight,,por_traducir,
talk_yakuza_00069,47,<FFEF> <FF03>,<FFEF> I'll entrust you with the dreams I gave<FF03>up on,,por_traducir,
talk_yakuza_00070,41,<FF03>, This is a yakuza's card! Take<FF03>care of it,,por_traducir,
talk_yakuza_00071,65,<FFEF> <FF03>,<FFEF>   We yakuza demons have nothing to gain by<FF03>waging war on humans,,por_traducir,
talk_yakuza_00072,42,<FFEF> <FF03>,"<FFEF>   I'll give you this, so maybe next<FF03>time",,por_traducir,
talk_yakuza_00074,38,<FF03>, we might be enemies next<FF03>time we meet,,por_traducir,
talk_yakuza_00075,39,<FFEF>,<FFEF> Our hideout got raided by the coppers,,por_traducir,
talk_yakuza_00076,35,<FF03>,<FF03>A couple guys got put in the clink,,por_traducir,
talk_yakuza_00077,66,<FFEF> <FF03>,<FFEF> Let's negotiate like adults! I think<FF03>you'd be happy with my card,,por_traducir,
talk_yakuza_00078,100,<FFEF> <FF03> <FF03> <FFFD> <00FF> <F500>,<FFEF>What's a law-abiding human like you<FF03>doing out on a moonless night? Answer<FF03>me!<FFFD><00FF><F500>Talk about careless,,por_traducir,
talk_yakuza_00079,42,<FF03>, You gotta be<FF03>careful on moonless nights! ,,por_traducir,
talk_yakuza_00080,242,<FF03> <FFF1> <FFF5> <FF03> <FFFD> <01FF> <F500> <FF03> <FF03> <FFF1> <FFF5>,"Now pay<FF03>up! That was good advice!<FFF1><FFF5>  Hey. Whaddaya doin' hangin' around a<FF03>yakuza.? I'll crush you like a fly.<FFFD><01FF><F500> What.? No greeting for a yakuza.? You<FF03>may be an outsider, but that's an<FF03>offense you'll have to pay for.<FFF1><FFF5>   Whaddaya want with me",,por_traducir,
talk_yakuza_00081,49,<FF03> <FF03>, You kids<FF03>should be at home sleeping or<FF03>something,,por_traducir,
talk_yakuza_00082,14,<FFFD> <02FF> <F500>,<FFFD><02FF><F500>Who are you,,por_traducir,
talk_yakuza_00083,583,<FF03> <FF03> <FFF1> <FFF5> <FF03> <FF03> <FFFD> <03FF> <F500> <FF03> <FF03> <FFF1> <FFF5> <FFED> <FF03> <0006> <FF03> <FFFD> <04FF> <F500> <FFEE> <FF03> <FFF1> <FFF5> <FFEE> <FF03> <FF03> <FFFD> <05FF> <F500> <FFEC> <FF03>," It doesn't matter! I'll<FF03>take whatever you got for me, and then<FF03>you can be on your way!<FFF1><FFF5>Well look at that. You only get to see<FF03>a moon like this so many times in your<FF03>life!<FFFD><03FF><F500>  Look at that. Swordsmen are their<FF03>strongest under a full moon! I think you<FF03>oughta pay tribute!<FFF1><FFF5><FFED>You got guts answering the yakuza<FF03>call, but a word of caution<0006> if it's<FF03>just for show, Buddha's waitin' for ya.<FFFD><04FF><F500>  <FFEE>If you wanna pass through yakuza turf,<FF03>there's a fee.<FFF1><FFF5><FFEE>What's a law-abiding human like you<FF03>doing out on a moonless night? Answer<FF03>honestly, now!<FFFD><05FF><F500><FFEC>If you're interested in yakuza, then<FF03>you know",,por_traducir,
talk_yakuza_00084,287,<FF03> <FFF1> <FFF5> <FFEB> <FFF3> <FF03> <FF03> <FFFD> <06FF> <F500> <FFEE> <FF03> <FFF1> <FFF5> <FFEC> <FF03> <FF03>," you oughta start payin' your<FF03>protection dues!<FFF1><FFF5>   <FFEB>Hey, I'm <FFF3>! I figured I<FF03>could kill some time talkin' to you<FF03>civvies!<FFFD><06FF><F500><FFEE>You look like you're pretty well-off.<FF03>Share the wealth, would ya?<FFF1><FFF5><FFEC>You're not afraid of the yakuza? Any<FF03>funny business and you'll end up with a<FF03>knife in your back",,por_traducir,
talk_yakuza_00085,218,<FFFD> <07FF> <F500> <FFED> <FF03> <FF03> <FFF1> <FFF5> <FFED> <FF03> <FF03> <FFFD> <08FF> <F500> <FFEB>,"<FFFD><07FF><F500>  <FFED>Hey, the greeting is supposed to come<FF03>from the inferior to the superior!<FF03>Now let's see some good faith.<FFF1><FFF5>  <FFED>Why would you show up to a yakuza<FF03>gathering.? You tryin' to stray off the<FF03>path of the righteous man?<FFFD><08FF><F500><FFEB>",,por_traducir,
talk_yakuza_00086,199,<FF03> <FF03> <FFF1> <FFF5> <FFEB> <FF03> <FF03>,"You guys are funny, showin' up to a<FF03>yakuza gathering! Just pay the entry<FF03>fee! I'll let ya off with that!<FFF1><FFF5>  <FFEB>Where've you been.? They asked me to<FF03>play in the poker gang that the Tendo<FF03>gang is hosting",,por_traducir,
talk_yakuza_00087,70,<FFFD> <09FF> <F500> <FFEC> <FF03>, You gotta go for me.<FFFD><09FF><F500>  <FFEC>You're putting a lotta pressure on a<FF03>yakuza,,por_traducir,
talk_yakuza_00088,177,<FF03> <FFF1> <FFF5> <FF03> <FFEF> <FF03> <FFEF>, So let's turn the tables!<FF03>Gimme something!<FFF1><FFF5>I like you. We should be brothers. Tell<FF03>me what you're after!<FFEF>  You messin' with me.? I ain't gonna calm<FF03>down till I see blood.<FFEF>What,,por_traducir,
talk_yakuza_00089,32,<FF03>, You're not scared of the<FF03>yakuza,,por_traducir,
talk_yakuza_00090,117,<FFEF> <FFEF> <FF03>, Of my crime family?<FFEF>   Hahahaha. This is great. Hahaha.<FFEF>   It bothers me that you'd dare to<FF03>underestimate the yakuza,,por_traducir,
talk_yakuza_00091,226,<FF03> <FFEF> <FF03> <FFEF> <FF03> <FF03> <FFEF>," but<FF03>whatever! Whaddaya want?<FFEF>  To tell ya the truth, I'm glad you're<FF03>not my enemy! So tell me what ya want!<FFEF>   You're the spittin' image of a yakuza.<FF03>I'd hand you a cup personally. So, what<FF03>can I do ya for?<FFEF>If you're for real",,por_traducir,
talk_yakuza_00092,151,<FF03> <FFEF> <FF03> <FF03> <FFEF>, then you handle<FF03>things like a pro.<FFEF>   You're not quite enough to be one of my<FF03>soldiers! You're too young to be messin'<FF03>with yakuza!<FFEF>  You've got balls,,por_traducir,
talk_yakuza_00093,51,<FF03>, Ya don't hear the<FF03>civvies talk like that too often,,por_traducir,
talk_yakuza_00094,445,<FFEF> <004F> <FFF8> <FFEF> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03> <FF03> <FFF5> <FF03>,"<FFEF>  Let's see the money! <004F><FFF8>!<FFEF>   Kids today carry around too much money.<FF03>But thanks, I'll take it!<FFF5>  You screwin' with the yakuza.? If you<FF03>wanna talk, I hope you've got your<FF03>check book ready.<FFF5> What're ya spending your money on? If ya<FF03>spend too much while you're young,<FF03>you'll be sorry later in life!<FFF5> You screwin' with the yakuza.? Ya better<FF03>start followin' orders, or someone's<FF03>gonna get hurt!<FFF5>  You don't know how the yakuza really<FF03>work, do ya? ",,por_traducir,
